Time,Iteration,Cost,Parameters
  3.00051703  2.1317551   1.14851741 -1.09550549]
Sat Aug 24 20:20:13 2024,78,0.3611703472018322,[-2.59579696  2.26764527 -2.15101617 -0.16100874  0.51943123 -2.73621997
  3.00566828  2.12660385  1.14336616 -1.10065674]
Sat Aug 24 20:21:53 2024,79,0.3600222450558945,[-2.59077675  2.27266547 -2.14599596 -0.15598853  0.52445144 -2.73119977
  3.00064808  2.13162406  1.13834595 -1.09563654]
Sat Aug 24 20:23:33 2024,80,0.3545526229107417,[-2.58557722  2.277865   -2.15119549 -0.15078901  0.51925191 -2.72600024
  2.99544855  2.13682358  1.13314642 -1.09043701]
Sat Aug 24 20:25:12 2024,81,0.3625014379651253,[-2.58021838  2.27250616 -2.15655433 -0.14543016  0.51389307 -2.73135908
  3.00080739  2.14218242  1.12778758 -1.08507817]
Sat Aug 24 20:26:52 2024,82,0.3621874894670375,[-2.57479114  2.26707892 -2.16198157 -0.1508574   0.50846583 -2.73678632
  3.00623463  2.13675519  1.12236035 -1.07965093]
Sat Aug 24 20:28:32 2024,83,0.3542255958715227,[-2.56957133  2.26185911 -2.16720138 -0.14563759  0.51368564 -2.7315665
  3.01145444  2.141975    1.11714053 -1.08487074]
Sat Aug 24 20:30:11 2024,84,0.35496126708449066,[-2.56315964  2.25544741 -2.17361308 -0.1392259   0.52009733 -2.72515481
  3.01786614  2.1355633   1.12355223 -1.09128244]
Sat Aug 24 20:31:51 2024,85,0.35279724366130927,[-2.5583158   2.26029125 -2.17845691 -0.13438206  0.52494117 -2.72999864
  3.02270997  2.13071947  1.1187084  -1.09612627]
Sat Aug 24 20:33:31 2024,86,0.3499570394389227,[-2.55309223  2.25506768 -2.17323334 -0.13960563  0.5197176  -2.73522222
  3.02793354  2.1254959   1.11348482 -1.10134985]
Sat Aug 24 20:35:10 2024,87,0.3615943526806829,[-2.54705059  2.24902604 -2.17927498 -0.14564727  0.51367596 -2.74126385
  3.0218919   2.11945426  1.10744319 -1.09530821]
Sat Aug 24 20:36:50 2024,88,0.3507941256260257,[-2.5419514   2.24392684 -2.18437418 -0.15074647  0.50857676 -2.73616466
  3.01679271  2.11435506  1.11254238 -1.09020901]
Sat Aug 24 20:38:30 2024,89,0.3467419878315355,[-2.53774296  2.23971841 -2.18858261 -0.1549549   0.50436833 -2.73195622
  3.01258427  2.11014663  1.10833395 -1.09441744]
Sat Aug 24 20:40:10 2024,90,0.3511016234732804,[-2.53289844  2.24456293 -2.19342713 -0.15011038  0.50921285 -2.73680074
  3.01742879  2.10530211  1.11317847 -1.09926196]
Sat Aug 24 20:41:50 2024,91,0.3469755565202834,[-2.52733915  2.25012222 -2.18786784 -0.15566967  0.50365356 -2.73124145
  3.0118695   2.1108614   1.11873776 -1.10482125]
Sat Aug 24 20:43:30 2024,92,0.3486408610869987,[-2.52197587  2.24475894 -2.19323112 -0.15030639  0.49829028 -2.73660474
  3.00650622  2.10549812  1.11337448 -1.11018454]
Sat Aug 24 20:45:09 2024,93,0.3500839369240965,[-2.51660301  2.2501318  -2.19860398 -0.15567925  0.50366314 -2.7419776
  3.00113336  2.10012526  1.11874734 -1.1155574 ]
Sat Aug 24 20:46:49 2024,94,0.3446529327403502,[-2.51201659  2.25471822 -2.19401756 -0.16026567  0.49907672 -2.73739118
  2.99654694  2.10471168  1.12333376 -1.11097098]
Sat Aug 24 20:48:29 2024,95,0.3551738039911338,[-2.50647257  2.26026223 -2.19956158 -0.15472166  0.50462073 -2.74293519
  2.99100292  2.09916766  1.12887778 -1.11651499]
Sat Aug 24 20:50:09 2024,96,0.3458353806592281,[-2.5008326   2.26590221 -2.1939216  -0.14908168  0.49898076 -2.74857516
  2.99664289  2.09352769  1.1232378  -1.11087502]
Sat Aug 24 20:51:49 2024,97,0.3468764995145215,[-2.49653629  2.2616059  -2.19821791 -0.15337799  0.49468445 -2.74427885
  3.0009392   2.097824    1.12753411 -1.11517133]
Sat Aug 24 20:53:29 2024,98,0.34113555028001824,[-2.49048169  2.2676605  -2.19216331 -0.1594326   0.48862985 -2.75033346
  3.00699381  2.09176939  1.12147951 -1.10911672]
Sat Aug 24 20:55:09 2024,99,0.3431964041370155,[-2.4853539   2.26253271 -2.18703552 -0.15430481  0.49375763 -2.74520567
  3.00186602  2.08664161  1.1266073  -1.10398894]
Sat Aug 24 20:56:50 2024,100,0.34141979446062615,[-2.47952463  2.25670344 -2.1928648  -0.14847554  0.48792836 -2.75103494
  2.99603675  2.08081233  1.13243657 -1.10981821]
Sat Aug 24 20:58:30 2024,101,0.34106733712235576,[-2.47479235  2.25197116 -2.18813252 -0.15320782  0.48319608 -2.74630267
  2.99130447  2.08554461  1.13716885 -1.11455049]
Sat Aug 24 21:00:09 2024,102,0.33961058087191554,[-2.46848184  2.25828167 -2.19444302 -0.15951832  0.48950658 -2.73999216
  2.98499397  2.07923411  1.14347935 -1.12086099]
Sat Aug 24 21:01:48 2024,103,0.3401444608618216,[-2.46395818  2.253758   -2.18991935 -0.15499465  0.48498292 -2.74451583
  2.9804703   2.08375778  1.14800302 -1.12538466]
Sat Aug 24 21:03:28 2024,104,0.33861439763139817,[-2.45783279  2.25988338 -2.19604473 -0.14886927  0.4911083  -2.75064121
  2.97434492  2.07763239  1.1541284  -1.13151004]
Sat Aug 24 21:05:07 2024,105,0.334344141523838,[-2.45217135  2.25422193 -2.20170618 -0.14320782  0.48544685 -2.75630266
  2.96868347  2.07197095  1.14846695 -1.12584859]
Sat Aug 24 21:06:47 2024,106,0.3342004662384819,[-2.44711367  2.25927961 -2.20676385 -0.14826549  0.48038918 -2.75124499
  2.96362579  2.06691327  1.14340928 -1.12079092]
Sat Aug 24 21:08:27 2024,107,0.3344561898566223,[-2.44217734  2.25434327 -2.20182752 -0.15320182  0.48532551 -2.75618132
  2.96856213  2.06197694  1.13847295 -1.11585459]
Sat Aug 24 21:10:07 2024,108,0.3366399546500359,[-2.43697671  2.24914264 -2.19662689 -0.15840245  0.49052614 -2.75098069
  2.9633615   2.05677631  1.13327232 -1.11065396]
Sat Aug 24 21:11:47 2024,109,0.3316262663722675,[-2.43132674  2.25479261 -2.20227686 -0.15275249  0.48487617 -2.74533072
  2.96901147  2.05112634  1.12762235 -1.10500399]
Sat Aug 24 21:13:26 2024,110,0.33236044157404604,[-2.42545228  2.26066708 -2.19640239 -0.14687802  0.4790017  -2.73945625
  2.97488593  2.05700081  1.13349682 -1.11087846]
Sat Aug 24 21:15:05 2024,111,0.3282579876741316,[-2.41983113  2.25504594 -2.20202354 -0.15249916  0.47338056 -2.73383511
  2.96926479  2.05137967  1.13911796 -1.10525731]
Sat Aug 24 21:16:45 2024,112,0.33247302989839417,[-2.41444405  2.24965885 -2.20741062 -0.15788625  0.47876764 -2.73922219
  2.97465187  2.05676675  1.14450505 -1.09987023]
Sat Aug 24 21:18:25 2024,113,0.3337972156384948,[-2.40946044  2.25464246 -2.21239423 -0.16286985  0.48375125 -2.73423858
  2.97963548  2.06175035  1.14948865 -1.10485384]
Sat Aug 24 21:20:05 2024,114,0.3308736334588578,[-2.40335198  2.248534   -2.20628577 -0.16897831  0.4898597  -2.72813013
  2.97352702  2.0556419   1.1433802  -1.11096229]
Sat Aug 24 21:21:44 2024,115,0.3275506699061514,[-2.39764746  2.24282948 -2.20058125 -0.16327378  0.49556422 -2.7224256
  2.9678225   2.06134642  1.13767567 -1.11666682]
Sat Aug 24 21:23:24 2024,116,0.32637793456931474,[-2.39293619  2.24754075 -2.20529252 -0.16798505  0.49085295 -2.72713687
  2.96311123  2.05663515  1.14238694 -1.11195555]
Sat Aug 24 21:25:04 2024,117,0.32879325346797234,[-2.3875588   2.25291815 -2.19991512 -0.16260766  0.49623035 -2.72175948
  2.96848862  2.06201255  1.13700955 -1.10657815]
Sat Aug 24 21:26:43 2024,118,0.3299425742450091,[-2.38116549  2.24652484 -2.20630843 -0.15621435  0.50262366 -2.71536617
  2.97488193  2.06840586  1.14340286 -1.11297146]
Sat Aug 24 21:28:23 2024,119,0.32841360067759723,[-2.37591301  2.25177732 -2.21156091 -0.15096187  0.49737118 -2.72061864
  2.96962946  2.07365833  1.14865533 -1.11822394]
Sat Aug 24 21:30:03 2024,120,0.3245874998833678,[-2.36970233  2.25798799 -2.21777159 -0.14475119  0.4911605  -2.72682932
  2.96341878  2.07986901  1.14244465 -1.12443461]
Sat Aug 24 21:31:44 2024,121,0.3238928892501554,[-2.3633624   2.25164807 -2.21143166 -0.13841127  0.49750043 -2.73316925
  2.95707885  2.07352908  1.13610473 -1.11809469]
Sat Aug 24 21:33:24 2024,122,0.32278176160390276,[-2.3577358   2.25727467 -2.21705827 -0.13278466  0.50312704 -2.72754264
  2.95145224  2.07915569  1.13047812 -1.11246808]
Sat Aug 24 21:35:04 2024,123,0.3257583865252419,[-2.35147877  2.2635317  -2.21080124 -0.13904169  0.49687001 -2.72128561
  2.94519521  2.07289866  1.13673515 -1.11872511]
Sat Aug 24 21:36:43 2024,124,0.32349306672302197,[-2.3459376   2.25799054 -2.2163424  -0.14458286  0.49132884 -2.71574445
  2.93965405  2.06735749  1.14227632 -1.12426628]
Sat Aug 24 21:38:23 2024,125,0.3179178167938889,[-2.33886614  2.25091907 -2.22341386 -0.1375114   0.4984003  -2.70867299
  2.93258259  2.06028603  1.14934778 -1.13133774]
Sat Aug 24 21:40:03 2024,126,0.31460822212094314,[-2.33328399  2.24533692 -2.21783171 -0.13192924  0.50398245 -2.70309084
  2.92700044  2.05470388  1.15492993 -1.13691989]
Sat Aug 24 21:41:43 2024,127,0.31557782178320815,[-2.32794809  2.24000102 -2.22316762 -0.13726515  0.50931836 -2.70842674
  2.92166453  2.06003979  1.14959402 -1.13158399]
Sat Aug 24 21:43:23 2024,128,0.31423864221167086,[-2.32248661  2.2454625  -2.2286291  -0.14272663  0.51477983 -2.70296526
  2.92712601  2.06550126  1.1550555  -1.13704546]
Sat Aug 24 21:45:03 2024,129,0.3133012539163959,[-2.31794247  2.25000663 -2.22408496 -0.14727076  0.5102357  -2.69842113
  2.92258187  2.0700454   1.15051137 -1.13250133]
Sat Aug 24 21:46:42 2024,130,0.31144767200294776,[-2.31363255  2.24569671 -2.21977504 -0.15158069  0.50592578 -2.70273105
  2.91827195  2.06573547  1.15482129 -1.1281914 ]
Sat Aug 24 21:48:22 2024,131,0.3088982989047244,[-2.30940499  2.24146915 -2.21554748 -0.15580824  0.51015333 -2.70695861
  2.92249951  2.06150792  1.15904885 -1.13241896]
Sat Aug 24 21:50:02 2024,132,0.3097391031420397,[-2.3039549   2.24691924 -2.22099757 -0.16125833  0.51560342 -2.7124087
  2.91704942  2.05605783  1.16449894 -1.13786905]
Sat Aug 24 21:51:42 2024,133,0.3082596737136546,[-2.29788148  2.24084581 -2.21492414 -0.16733176  0.52167685 -2.71848212
  2.91097599  2.06213125  1.17057236 -1.14394247]
Sat Aug 24 21:53:22 2024,134,0.3067567569863776,[-2.29281632  2.23578066 -2.20985899 -0.1622666   0.51661169 -2.71341697
  2.91604115  2.05706609  1.16550721 -1.14900763]
Sat Aug 24 21:55:02 2024,135,0.3123934171664276,[-2.28710822  2.23007256 -2.20415089 -0.1565585   0.52231979 -2.71912507
  2.91033304  2.0627742   1.17121531 -1.14329952]
Sat Aug 24 21:56:42 2024,136,0.30440744898022887,[-2.28134743  2.22431176 -2.20991168 -0.16231929  0.52808059 -2.71336428
  2.91609384  2.0570134   1.16545452 -1.14906032]
Sat Aug 24 21:58:22 2024,137,0.31067339684637396,[-2.2757172   2.21868154 -2.2155419  -0.16794952  0.53371081 -2.70773405
  2.92172406  2.06264363  1.17108474 -1.14343009]
Sat Aug 24 22:00:03 2024,138,0.29780718476654144,[-2.26969332  2.22470542 -2.20951802 -0.1739734   0.53973469 -2.70171017
  2.92774794  2.05661975  1.16506086 -1.13740621]
Sat Aug 24 22:01:42 2024,139,0.30106758697356634,[-2.26405773  2.21906983 -2.20388243 -0.17960899  0.5340991  -2.70734576
  2.92211235  2.05098416  1.15942527 -1.13177062]
Sat Aug 24 22:03:22 2024,140,0.3003500153402312,[-2.25873116  2.2243964  -2.19855587 -0.17428242  0.53942567 -2.71267233
  2.91678579  2.04565759  1.1540987  -1.12644405]
Sat Aug 24 22:05:02 2024,141,0.30314207115318037,[-2.25335624  2.22977132 -2.19318094 -0.17965734  0.54480059 -2.70729741
  2.92216071  2.04028267  1.14872378 -1.12106913]
Sat Aug 24 22:06:41 2024,142,0.3011087111068597,[-2.24745216  2.22386724 -2.18727686 -0.18556142  0.53889651 -2.70139333
  2.91625663  2.03437859  1.1428197  -1.12697321]
