Time,Iteration,Cost,Parameters
Sun Aug 25 02:16:49 2024,142,0.1783296445772386,[-2.93249131  2.22790601 -2.1348436  -0.118837    0.55612172]
Sun Aug 25 02:18:00 2024,143,0.17425917759957457,[-2.93284833  2.22754898 -2.13448657 -0.11847997  0.5557647 ]
Sun Aug 25 02:19:12 2024,144,0.17626948639344034,[-2.93306517  2.22733215 -2.13426974 -0.11826314  0.55598153]
Sun Aug 25 02:20:25 2024,145,0.179242816707407,[-2.93372958  2.22666774 -2.13493415 -0.11759873  0.55531712]
Sun Aug 25 02:21:37 2024,146,0.1742642066798644,[-2.93347157  2.22640973 -2.13467614 -0.11785673  0.55557512]
Sun Aug 25 02:22:49 2024,147,0.17601776877573436,[-2.93467911  2.2252022  -2.13588368 -0.1166492   0.55436759]
Sun Aug 25 02:24:01 2024,148,0.17770174543420797,[-2.93485959  2.22502172 -2.13606416 -0.11646872  0.55418711]
Sun Aug 25 02:25:12 2024,149,0.1786437750505934,[-2.93520447  2.2253666  -2.13571928 -0.11612384  0.55453199]
Sun Aug 25 02:26:24 2024,150,0.17325283651759363,[-2.93593402  2.22463704 -2.13498972 -0.1168534   0.55526155]
Sun Aug 25 02:27:36 2024,151,0.17305366802736605,[-2.93603876  2.2245323  -2.13488498 -0.11674866  0.55515681]
Sun Aug 25 02:28:48 2024,152,0.17395400748259449,[-2.93521317  2.22535789 -2.13405939 -0.11592308  0.55433122]
Sun Aug 25 02:30:01 2024,153,0.17858325553841473,[-2.93497349  2.22559758 -2.13429908 -0.11568339  0.55457091]
Sun Aug 25 02:31:13 2024,154,0.17915771011454532,[-2.93552689  2.22504418 -2.13485248 -0.11512999  0.55401751]
Sun Aug 25 02:32:25 2024,155,0.17519086690730973,[-2.93611782  2.22445325 -2.13544341 -0.11572092  0.55460844]
Sun Aug 25 02:33:37 2024,156,0.175029648341199,[-2.93585401  2.22471706 -2.1351796  -0.11598473  0.55487224]
Sun Aug 25 02:34:50 2024,157,0.17503677845516127,[-2.93607662  2.22449445 -2.134957   -0.11620734  0.55509485]
Sun Aug 25 02:36:02 2024,158,0.17439688232454512,[-2.93669756  2.22387351 -2.13557794 -0.11682828  0.55447391]
Sun Aug 25 02:37:14 2024,159,0.17599663749999536,[-2.93665685  2.22391421 -2.13553723 -0.11686898  0.55451462]
Sun Aug 25 02:38:26 2024,160,0.17630036777414168,[-2.93721836  2.22447571 -2.13497573 -0.11743048  0.55507612]
Sun Aug 25 02:39:38 2024,161,0.1768643046543636,[-2.9380259   2.22366817 -2.13578327 -0.11662294  0.55588366]
Sun Aug 25 02:40:50 2024,162,0.17351606003562559,[-2.93810004  2.22359403 -2.13570913 -0.1165488   0.55580952]
Sun Aug 25 02:42:03 2024,163,0.1732639607048786,[-2.93758836  2.22410571 -2.13519745 -0.11603712  0.5563212 ]
Sun Aug 25 02:43:15 2024,164,0.17280406420004948,[-2.93800573  2.22368833 -2.13478008 -0.11561974  0.55590382]
Sun Aug 25 02:44:27 2024,165,0.174080050578686,[-2.93774507  2.223949   -2.13451942 -0.11588041  0.55616448]
