Time,Iteration,Cost,Parameters
 -1.83981222 -1.6976071  -2.52829046  2.16088081 -2.21741569  2.19806864
  2.24174425  1.710561    2.34112588  2.88900695  1.65038715  1.70207426
 -1.925546   -2.19219087  1.27130879]
Sun Nov 24 13:23:20 2024,1409,0.01948230649611965,[-2.97724094  2.31175195 -2.17564981 -0.16916035  0.56630924 -2.79383136
  3.15578229  2.10800533  0.99810892 -0.95800333  0.70411513  0.93032922
  1.33915001 -1.90489358  1.06072877  2.91783623 -0.36548911 -0.3632051
 -1.93085601  0.88653046  1.79779116  2.72465582 -1.09475366 -0.34777694
 -2.46778167 -2.18554654  3.15223119  2.45165058 -0.77446057 -2.84533493
  1.44443786 -0.0138645  -2.38423863  2.22524151  1.51976932 -0.61750476
  0.94205335 -1.51933767 -0.44412522  2.46118239 -0.01509604  0.68246033
  2.83941576  1.02678208  3.08116359  2.96412225  2.88320296 -2.8250953
  0.03512924 -0.30933601  1.4419841   2.78049779 -0.44758802 -2.31359555
  2.41791146 -3.08252249  0.71277785 -0.61045439 -1.89340262  2.65487821
 -1.84028103 -1.69713829 -2.52875927  2.16041201 -2.21694688  2.19853745
  2.24127544  1.71102981  2.34159469  2.88853814  1.65085596  1.70254307
 -1.92507719 -2.19265968  1.27083998]
Sun Nov 24 13:34:35 2024,1410,0.01859679307686492,[-2.97626079  2.3127321  -2.17466966 -0.1681802   0.56728939 -2.79481151
  3.15676244  2.10702518  0.99908907 -0.95898348  0.70313498  0.92934907
  1.33816986 -1.90587373  1.06170892  2.91685608 -0.36646926 -0.36418525
 -1.92987586  0.88555031  1.79681101  2.72367567 -1.0957338  -0.34875709
 -2.46876182 -2.1845664   3.15125104  2.45067043 -0.77544072 -2.84631508
  1.44541801 -0.01484465 -2.38521878  2.22622166  1.52074947 -0.61848491
  0.9430335  -1.52031782 -0.44314507  2.46020224 -0.01607619  0.68344048
  2.84039591  1.02776223  3.08214374  2.9651024   2.88222281 -2.82411515
  0.03610939 -0.30835586  1.44100395  2.78147794 -0.44856817 -2.3145757
  2.41889161 -3.08154234  0.713758   -0.60947424 -1.89242247  2.65585836
 -1.83930088 -1.69811844 -2.52777912  2.15943186 -2.21792703  2.1995176
  2.24029529  1.71004966  2.34061454  2.88951829  1.64987581  1.70352322
 -1.92605734 -2.19167953  1.27182013]
