Time,Iteration,Cost,Parameters
  3.40681742  2.03147008  0.83962345 -1.51879056]
Sun Aug 25 01:54:01 2024,65,0.20075803847840037,[-1.59002385  2.36550841 -1.90175156 -0.67610185  0.40616752 -2.80866351
  3.40224898  2.02690165  0.83505501 -1.51422212]
Sun Aug 25 01:55:25 2024,66,0.1972600509498836,[-1.58616861  2.36165318 -1.89789633 -0.67224661  0.41002276 -2.81251874
  3.40610422  2.02304641  0.83891025 -1.51807736]
Sun Aug 25 01:56:47 2024,67,0.1967152901515513,[-1.58189541  2.36592638 -1.89362312 -0.66797341  0.41429596 -2.80824553
  3.40183101  2.0187732   0.84318345 -1.51380415]
Sun Aug 25 01:58:11 2024,68,0.19445958276295874,[-1.57801374  2.36980806 -1.89750479 -0.67185508  0.41817763 -2.80436386
  3.40571268  2.02265487  0.84706513 -1.51768582]
Sun Aug 25 01:59:33 2024,69,0.19817714687561158,[-1.5747922   2.36658652 -1.89428326 -0.67507661  0.42139917 -2.80114233
  3.40893421  2.01943334  0.85028666 -1.52090736]
Sun Aug 25 02:00:56 2024,70,0.1950978359207473,[-1.57171627  2.36966245 -1.89735918 -0.67815254  0.4244751  -2.80421825
  3.41201014  2.02250926  0.84721073 -1.52398328]
Sun Aug 25 02:02:20 2024,71,0.19462598235865458,[-1.56855117  2.36649734 -1.89419408 -0.67498743  0.42130999 -2.80105315
  3.40884503  2.02567437  0.85037584 -1.52714839]
Sun Aug 25 02:03:43 2024,72,0.19237220882511655,[-1.564909    2.36285517 -1.89783625 -0.6786296   0.42495216 -2.79741097
  3.41248721  2.0220322   0.85401801 -1.53079056]
Sun Aug 25 02:05:05 2024,73,0.18959297934705613,[-1.56144883  2.36631533 -1.90129642 -0.67516944  0.42841233 -2.79395081
  3.40902704  2.02549236  0.85055785 -1.53425073]
Sun Aug 25 02:06:28 2024,74,0.19676358330774452,[-1.55821562  2.36308212 -1.90452962 -0.67193623  0.42517912 -2.79718402
  3.41226025  2.02872557  0.85379106 -1.53101752]
Sun Aug 25 02:07:50 2024,75,0.19555876403631295,[-1.55593193  2.36536581 -1.90224593 -0.67421992  0.42289543 -2.79946771
  3.40997656  2.03100926  0.85607475 -1.52873383]
Sun Aug 25 02:09:12 2024,76,0.18825248124135482,[-1.5528079   2.36848984 -1.8991219  -0.67109589  0.42601946 -2.80259174
  3.41310059  2.02788523  0.85919878 -1.53185785]
Sun Aug 25 02:10:34 2024,77,0.19517493306892997,[-1.54922269  2.36490464 -1.8955367  -0.6746811   0.42243425 -2.80617694
  3.40951538  2.03147044  0.86278398 -1.52827265]
Sun Aug 25 02:11:57 2024,78,0.19888634689958049,[-1.54654403  2.3675833  -1.89285803 -0.67735976  0.42511292 -2.80349828
  3.41219405  2.02879177  0.86010532 -1.53095131]
Sun Aug 25 02:13:19 2024,79,0.19606014135231994,[-1.54374459  2.36478386 -1.8900586  -0.6801592   0.42231348 -2.80069884
  3.41499349  2.02599234  0.86290476 -1.53375075]
Sun Aug 25 02:14:42 2024,80,0.19585627055109517,[-1.54178975  2.3667387  -1.88810376 -0.67820436  0.42035864 -2.80265368
  3.41303865  2.0240375   0.8648596  -1.53179591]
Sun Aug 25 02:16:04 2024,81,0.19352213292863038,[-1.54031485  2.3682136  -1.88662886 -0.67672946  0.42183354 -2.80117878
  3.41451355  2.0225626   0.8633847  -1.53032102]
Sun Aug 25 02:17:26 2024,82,0.19799422164839434,[-1.54014225  2.3683862  -1.88680146 -0.67655686  0.42200614 -2.80135138
  3.41468615  2.0227352   0.8632121  -1.53049362]
Sun Aug 25 02:18:49 2024,83,0.19811171153415139,[-1.53825048  2.37027797 -1.88490969 -0.67466509  0.42389791 -2.79945961
  3.41279438  2.02084343  0.86510387 -1.52860185]
Sun Aug 25 02:20:13 2024,84,0.1952386775857714,[-1.5356078   2.36763529 -1.882267   -0.67730778  0.42125522 -2.79681693
  3.41015169  2.01820074  0.86774655 -1.52595916]
Sun Aug 25 02:21:35 2024,85,0.19784645594635744,[-1.53314871  2.37009438 -1.87980791 -0.67484868  0.42371432 -2.79435783
  3.41261079  2.01574165  0.86528746 -1.52841825]
Sun Aug 25 02:22:58 2024,86,0.19302362348961508,[-1.53258486  2.37065822 -1.88037175 -0.67541253  0.42427816 -2.79379399
  3.41317463  2.01630549  0.8658513  -1.52785441]
Sun Aug 25 02:24:22 2024,87,0.19139046334500945,[-1.53118685  2.37205623 -1.88176976 -0.67401452  0.42567617 -2.795192
  3.41177662  2.01490748  0.86724931 -1.52925242]
Sun Aug 25 02:25:45 2024,88,0.1965106493311938,[-1.53056846  2.37267462 -1.88115137 -0.67339612  0.42505777 -2.79457361
  3.41239501  2.01552587  0.86663092 -1.52987081]
Sun Aug 25 02:27:08 2024,89,0.1935611868035245,[-1.52856409  2.37067025 -1.87914699 -0.67139175  0.42706215 -2.79657798
  3.41039064  2.0135215   0.86462654 -1.53187519]
Sun Aug 25 02:28:31 2024,90,0.19511796228524023,[-1.52776374  2.3698699  -1.87834665 -0.6721921   0.4262618  -2.79577764
  3.40959029  2.01432185  0.86542689 -1.53107484]
Sun Aug 25 02:29:53 2024,91,0.19142845682521098,[-1.52681222  2.36891838 -1.87929817 -0.67124058  0.42531028 -2.79672916
  3.40863877  2.01527337  0.86637841 -1.53202636]
Sun Aug 25 02:31:16 2024,92,0.1859804920311679,[-1.52535881  2.37037179 -1.87784476 -0.66978717  0.42676369 -2.79527575
  3.41009218  2.01672678  0.86783182 -1.53057295]
Sun Aug 25 02:32:39 2024,93,0.18689406389262556,[-1.52381231  2.36882529 -1.87939126 -0.67133367  0.42831019 -2.79682225
  3.40854567  2.01518027  0.86937832 -1.53211945]
Sun Aug 25 02:34:02 2024,94,0.19821795246222582,[-1.52273018  2.36990742 -1.87830913 -0.6724158   0.42722806 -2.79790438
  3.4096278   2.01409814  0.86829619 -1.53320158]
Sun Aug 25 02:35:25 2024,95,0.19144946938428825,[-1.52113295  2.36831018 -1.8767119  -0.67081856  0.42563083 -2.79950161
  3.41122504  2.01569538  0.86669896 -1.53160435]
Sun Aug 25 02:36:47 2024,96,0.19441754268982456,[-1.52067719  2.36785443 -1.87716765 -0.67036281  0.42608658 -2.79995737
  3.41076928  2.01615113  0.86715471 -1.5320601 ]
Sun Aug 25 02:38:10 2024,97,0.19412267640966832,[-1.51902143  2.36951019 -1.87882342 -0.66870705  0.42443082 -2.80161313
  3.41242505  2.0178069   0.86881048 -1.53040434]
Sun Aug 25 02:39:33 2024,98,0.19244510755487107,[-1.51716767  2.37136395 -1.87696966 -0.6705608   0.42257706 -2.79975938
  3.41057129  2.01966065  0.86695672 -1.52855058]
Sun Aug 25 02:40:56 2024,99,0.1885343044438763,[-1.51599113  2.37018741 -1.87579312 -0.67173734  0.42140052 -2.79858284
  3.40939475  2.01848411  0.86813326 -1.52972713]
Sun Aug 25 02:42:20 2024,100,0.1906126550516793,[-1.51540032  2.36959659 -1.87520231 -0.67114653  0.42199134 -2.79799202
  3.40998556  2.01907492  0.86872407 -1.52913631]
Sun Aug 25 02:43:43 2024,101,0.1948718876336605,[-1.51401041  2.36820668 -1.87659222 -0.66975662  0.42338124 -2.79938193
  3.40859565  2.02046483  0.86733417 -1.53052622]
Sun Aug 25 02:45:05 2024,102,0.19294096549440073,[-1.51292594  2.36712221 -1.87767669 -0.67084109  0.42446571 -2.8004664
  3.40968012  2.01938036  0.8662497  -1.53161069]
Sun Aug 25 02:46:29 2024,103,0.19519042865545252,[-1.51179181  2.36825635 -1.87654255 -0.66970696  0.42333158 -2.79933227
  3.40854599  2.02051449  0.86511556 -1.53274483]
