Time,Iteration,Cost,Parameters
Sun Aug 25 00:01:12 2024,191,0.11431852359634555,[-2.82166727  2.24213625 -2.12211232 -0.13470063  0.54229405]
Sun Aug 25 00:02:01 2024,192,0.11687771393606643,[-2.82173456  2.24206896 -2.12217961 -0.13463334  0.54222676]
Sun Aug 25 00:02:51 2024,193,0.11033627700055534,[-2.82119748  2.24260604 -2.12271669 -0.13409626  0.54276384]
Sun Aug 25 00:03:41 2024,194,0.11928645289119666,[-2.82084726  2.24295625 -2.12306691 -0.13374604  0.54241363]
Sun Aug 25 00:04:31 2024,195,0.11815599556094461,[-2.82028992  2.24351359 -2.12250957 -0.13430338  0.54297097]
Sun Aug 25 00:05:20 2024,196,0.11464786878124046,[-2.82063367  2.24316985 -2.12216582 -0.13464713  0.54262722]
Sun Aug 25 00:06:10 2024,197,0.11688804114418566,[-2.82036359  2.24289977 -2.12189574 -0.13491721  0.54235714]
Sun Aug 25 00:07:00 2024,198,0.11424668693595695,[-2.82009668  2.24263286 -2.12162884 -0.13518411  0.54209024]
Sun Aug 25 00:07:49 2024,199,0.11354409429244218,[-2.82011054  2.24264672 -2.12164269 -0.13517025  0.54210409]
Sun Aug 25 00:08:39 2024,200,0.11400760684707581,[-2.82022612  2.2427623  -2.12175827 -0.13528583  0.54221967]
Sun Aug 25 00:09:29 2024,201,0.11440600374335232,[-2.81998487  2.24252105 -2.12151702 -0.13504458  0.54197842]
Sun Aug 25 00:10:18 2024,202,0.11404201573325164,[-2.81945771  2.24199388 -2.12204419 -0.13451742  0.54250559]
Sun Aug 25 00:11:08 2024,203,0.11445496512218105,[-2.81937301  2.24190919 -2.12195949 -0.13460212  0.54242089]
Sun Aug 25 00:11:57 2024,204,0.11497857856016516,[-2.8189909   2.24229129 -2.12234159 -0.13498422  0.54280299]
Sun Aug 25 00:12:47 2024,205,0.11250841653953787,[-2.81865369  2.24195407 -2.1226788  -0.13532143  0.5431402 ]
Sun Aug 25 00:13:37 2024,206,0.11807477683881838,[-2.81835083  2.24225693 -2.12237594 -0.13562429  0.54344306]
Sun Aug 25 00:14:26 2024,207,0.11879452136374198,[-2.81834052  2.24226725 -2.12238625 -0.13561398  0.54343275]
Sun Aug 25 00:15:16 2024,208,0.11692349925634868,[-2.81872926  2.24187851 -2.12199752 -0.13522524  0.54382149]
Sun Aug 25 00:16:06 2024,209,0.1134197305025208,[-2.81770811  2.24289966 -2.12301867 -0.13420409  0.54280033]
Sun Aug 25 00:16:55 2024,210,0.11505551629056167,[-2.81750243  2.24269398 -2.12322435 -0.13399841  0.54259465]
Sun Aug 25 00:17:45 2024,211,0.11614944633602395,[-2.81683194  2.2420235  -2.12255386 -0.13332792  0.54326514]
Sun Aug 25 00:18:34 2024,212,0.11649459256101143,[-2.8159636   2.24289184 -2.12168552 -0.13419626  0.54413348]
Sun Aug 25 00:19:24 2024,213,0.11419373570939512,[-2.81610183  2.24275361 -2.12154729 -0.13405803  0.54427171]
Sun Aug 25 00:20:13 2024,214,0.11127655992603244,[-2.81618738  2.24283915 -2.12163284 -0.13414358  0.54435725]
Sun Aug 25 00:21:02 2024,215,0.11413434772605198,[-2.81588809  2.24253986 -2.12133355 -0.13384429  0.54465654]
Sun Aug 25 00:21:52 2024,216,0.11744703661836071,[-2.81528979  2.24313816 -2.12073526 -0.13324599  0.54525483]
