Time,Iteration,Cost,Parameters
Sun Aug 25 02:38:48 2024,108,0.29623097417597644,[-2.17972838  2.21791102 -2.07168301 -0.04817779  0.53954089 -2.69738372
  2.98207522  2.2462136   1.16983213 -0.93467134]
Sun Aug 25 02:40:36 2024,109,0.2927152921284912,[-2.17122476  2.22641464 -2.08018663 -0.0566814   0.53103728 -2.70588734
  2.97357161  2.23770999  1.17833575 -0.94317496]
Sun Aug 25 02:42:23 2024,110,0.28819396046007445,[-2.16211824  2.23552116 -2.08929315 -0.04757488  0.52193075 -2.71499386
  2.98267813  2.22860346  1.16922922 -0.95228148]
Sun Aug 25 02:44:10 2024,111,0.2894802035464182,[-2.15378397  2.24385542 -2.09762741 -0.05590914  0.53026501 -2.7066596
  2.97434387  2.23693772  1.17756348 -0.96061575]
Sun Aug 25 02:45:56 2024,112,0.28557440463643496,[-2.14476568  2.25287372 -2.10664571 -0.06492744  0.53928331 -2.69764131
  2.98336217  2.24595602  1.18658178 -0.96963404]
Sun Aug 25 02:47:43 2024,113,0.2867567554869844,[-2.13654817  2.24465621 -2.0984282  -0.07314494  0.5310658  -2.6894238
  2.99157967  2.23773851  1.17836427 -0.96141653]
Sun Aug 25 02:49:29 2024,114,0.2860487439027611,[-2.12733916  2.2354472  -2.08921919 -0.06393593  0.52185679 -2.68021479
  2.98237066  2.2285295   1.18757328 -0.97062555]
Sun Aug 25 02:51:15 2024,115,0.2817864481792623,[-2.11944947  2.22755752 -2.08132951 -0.05604625  0.52974647 -2.6723251
  2.99026034  2.22063982  1.19546297 -0.96273586]
Sun Aug 25 02:53:02 2024,116,0.2780148213937842,[-2.11074756  2.23625943 -2.0726276  -0.06474816  0.52104456 -2.68102701
  2.98155843  2.2119379   1.18676106 -0.97143778]
Sun Aug 25 02:54:48 2024,117,0.2774751963883548,[-2.10228499  2.22779686 -2.06416502 -0.07321073  0.51258199 -2.68948959
  2.990021    2.20347533  1.19522363 -0.9629752 ]
Sun Aug 25 02:56:34 2024,118,0.2715696024841599,[-2.09344277  2.23663908 -2.0553228  -0.08205296  0.52142421 -2.68064736
  2.99886323  2.21231756  1.20406585 -0.95413298]
Sun Aug 25 02:58:19 2024,119,0.2694531857809207,[-2.08510596  2.24497589 -2.06365961 -0.09038977  0.52976102 -2.68898417
  3.00720004  2.20398075  1.21240266 -0.96246979]
Sun Aug 25 03:00:05 2024,120,0.2693769925990361,[-2.07695683  2.25312501 -2.05551048 -0.09853889  0.5216119  -2.68083505
  3.01534916  2.19583162  1.22055179 -0.95432066]
Sun Aug 25 03:01:51 2024,121,0.2643930366729713,[-2.06840612  2.2445743  -2.0640612  -0.1070896   0.51306118 -2.68938576
  3.02389988  2.18728091  1.21200107 -0.96287138]
Sun Aug 25 03:03:36 2024,122,0.2638643402036783,[-2.06032533  2.25265509 -2.05598041 -0.09900881  0.50498039 -2.68130497
  3.03198067  2.1953617   1.22008186 -0.95479059]
Sun Aug 25 03:05:22 2024,123,0.26308727553845956,[-2.05248491  2.26049551 -2.04813999 -0.10684923  0.51282081 -2.68914538
  3.03982108  2.20320211  1.21224145 -0.962631  ]
Sun Aug 25 03:07:09 2024,124,0.2612896093886766,[-2.04432508  2.26865534 -2.03998015 -0.11500907  0.52098064 -2.69730522
  3.04798092  2.21136195  1.22040129 -0.95447116]
Sun Aug 25 03:08:55 2024,125,0.2597493907873659,[-2.03620899  2.27677143 -2.04809624 -0.10689298  0.51286456 -2.70542131
  3.05609701  2.20324586  1.2122852  -0.94635507]
Sun Aug 25 03:10:41 2024,126,0.2543772739570597,[-2.0274776   2.26804004 -2.03936485 -0.09816159  0.50413317 -2.7141527
  3.04736562  2.19451447  1.22101659 -0.95508646]
Sun Aug 25 03:12:27 2024,127,0.25474780447377393,[-2.01896871  2.27654893 -2.03085596 -0.0896527   0.51264205 -2.72266159
  3.03885673  2.20302336  1.2125077  -0.94657758]
Sun Aug 25 03:14:13 2024,128,0.25076785817480374,[-2.01183072  2.28368692 -2.03799395 -0.09679069  0.50550406 -2.7155236
  3.04599472  2.21016135  1.20536971 -0.95371557]
Sun Aug 25 03:15:59 2024,129,0.2483553313330459,[-2.00322033  2.27507652 -2.02938356 -0.10540109  0.49689367 -2.7069132
  3.05460511  2.21877175  1.19675932 -0.94510517]
Sun Aug 25 03:17:45 2024,130,0.2503198213816854,[-1.99415674  2.28414011 -2.03844714 -0.11446467  0.48783009 -2.69784962
  3.0636687   2.20970816  1.2058229  -0.93604159]
Sun Aug 25 03:19:30 2024,131,0.24171822090632467,[-1.98611162  2.27609499 -2.04649227 -0.10641955  0.47978496 -2.6898045
  3.05562357  2.21775328  1.19777778 -0.92799647]
Sun Aug 25 03:21:16 2024,132,0.24361325914786996,[-1.97826681  2.2839398  -2.05433708 -0.11426436  0.48762977 -2.68195969
  3.06346838  2.22559809  1.20562259 -0.92015166]
Sun Aug 25 03:23:04 2024,133,0.24145101767586744,[-1.9709072   2.29129941 -2.06169669 -0.12162397  0.49498939 -2.67460007
  3.05610877  2.21823848  1.21298221 -0.92751127]
Sun Aug 25 03:24:51 2024,134,0.23939545436344467,[-1.96316217  2.28355439 -2.05395167 -0.11387895  0.50273441 -2.66685505
  3.04836375  2.2259835   1.22072723 -0.9352563 ]
Sun Aug 25 03:26:39 2024,135,0.23553552069112588,[-1.95490324  2.27529546 -2.0622106  -0.12213788  0.51099334 -2.65859612
  3.04010482  2.23424243  1.22898616 -0.94351523]
Sun Aug 25 03:28:26 2024,136,0.23820587570441368,[-1.94682658  2.28337212 -2.05413394 -0.13021454  0.51907    -2.66667278
  3.03202816  2.22616577  1.2209095  -0.93543857]
Sun Aug 25 03:30:13 2024,137,0.23355367714526043,[-1.93880515  2.27535068 -2.04611251 -0.13823597  0.52709143 -2.67469421
  3.04004959  2.23418721  1.21288807 -0.92741713]
Sun Aug 25 03:32:02 2024,138,0.23082714420378767,[-1.9305648   2.28359103 -2.05435285 -0.14647632  0.51885109 -2.66645386
  3.04828994  2.22594686  1.20464772 -0.93565748]
Sun Aug 25 03:33:49 2024,139,0.22612866141958293,[-1.92349682  2.27652305 -2.04728487 -0.1535443   0.5117831  -2.65938588
  3.05535792  2.21887887  1.2117157  -0.9285895 ]
Sun Aug 25 03:35:37 2024,140,0.2293635278857709,[-1.91631298  2.28370689 -2.04010103 -0.14636046  0.50459926 -2.65220204
  3.06254176  2.21169503  1.21889954 -0.93577334]
Sun Aug 25 03:37:25 2024,141,0.22398393152799273,[-1.90777436  2.27516827 -2.03156241 -0.13782184  0.49606064 -2.64366342
  3.07108038  2.22023365  1.22743816 -0.94431196]
