Time,Iteration,Cost,Parameters
Sat Aug 24 05:10:30 2024,49,0.19145917100713117,[-2.87027308  2.23221951 -2.12173766 -0.11232275  0.55194713]
Sat Aug 24 05:11:42 2024,50,0.18881782761241223,[-2.86842493  2.23037136 -2.1198895  -0.11417091  0.55009897]
Sat Aug 24 05:12:53 2024,51,0.1877865796419006,[-2.86784761  2.23094867 -2.11931219 -0.11474822  0.54952166]
Sat Aug 24 05:14:03 2024,52,0.18510232128317788,[-2.86634255  2.23245373 -2.12081726 -0.11625329  0.54801659]
Sat Aug 24 05:15:14 2024,53,0.1847117994310278,[-2.86572653  2.23306975 -2.12020124 -0.11686931  0.54863261]
Sat Aug 24 05:16:25 2024,54,0.18896252056738588,[-2.86475944  2.23210266 -2.11923415 -0.1178364   0.5495997 ]
Sat Aug 24 05:17:36 2024,55,0.18652860323114756,[-2.86450502  2.23235709 -2.11948857 -0.11809082  0.54934528]
Sat Aug 24 05:18:46 2024,56,0.18985817800344681,[-2.86362536  2.23147743 -2.11860891 -0.11897048  0.55022494]
Sat Aug 24 05:19:57 2024,57,0.18562979612164104,[-2.86323287  2.23108494 -2.11900139 -0.11936296  0.55061742]
Sat Aug 24 05:21:08 2024,58,0.18958663267058268,[-2.86227679  2.23012886 -2.11804531 -0.11840688  0.54966134]
Sat Aug 24 05:22:19 2024,59,0.18465888952210596,[-2.86196722  2.22981929 -2.11835488 -0.11871645  0.54935177]
Sat Aug 24 05:23:30 2024,60,0.18337308220961318,[-2.86112692  2.22897899 -2.11751458 -0.11787615  0.55019207]
Sat Aug 24 05:24:40 2024,61,0.1866375168543832,[-2.86087094  2.22923497 -2.11777056 -0.11813213  0.54993609]
Sat Aug 24 05:25:51 2024,62,0.18424220405501368,[-2.85978208  2.23032383 -2.11885942 -0.11922099  0.54884723]
Sat Aug 24 05:27:02 2024,63,0.18621109109515283,[-2.85946693  2.23063898 -2.11917457 -0.11890584  0.54916238]
Sat Aug 24 05:28:12 2024,64,0.18847570942708997,[-2.85929742  2.23046947 -2.11934408 -0.11873633  0.54899287]
Sat Aug 24 05:29:22 2024,65,0.1891845734938639,[-2.85795606  2.22912811 -2.11800273 -0.11739497  0.54765151]
Sat Aug 24 05:30:33 2024,66,0.19052601763149837,[-2.85695555  2.23012863 -2.11700221 -0.11839549  0.54865203]
Sat Aug 24 05:31:45 2024,67,0.18538640939800344,[-2.85605068  2.2310335  -2.11609735 -0.11749062  0.54955689]
Sat Aug 24 05:32:56 2024,68,0.19123505993259055,[-2.8552537   2.23183048 -2.11530036 -0.1182876   0.54875991]
Sat Aug 24 05:34:06 2024,69,0.1863450454859434,[-2.85467281  2.23124958 -2.11471947 -0.11770671  0.54934081]
Sat Aug 24 05:35:17 2024,70,0.1849449721629331,[-2.85458485  2.23116163 -2.11463152 -0.11761875  0.54925285]
